Id,Televisacion,Ipid,Ifid,EtiquetaCalificacionPrincipal,ValorCalificacionPrincipal,GradoCalificacionPrincipal,Fecha,Cuenca,Direccion,Ciudad
6171287-1-EPMTV2419,EPMTV2419,6171287,369646,EPM_Suma_Ponderada_Media_del_Tramo,"76,28",5,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
6171288-1-EPMTV2419,EPMTV2419,6171288,369900,EPM_Suma_Ponderada_Media_del_Tramo,"135,02",5,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
6171323-1-EPMTV2419,EPMTV2419,6171323,369902,EPM_Suma_Ponderada_Media_del_Tramo,"616,26",5,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
8509646-1-EPMTV2419,EPMTV2419,8509646,370158,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
8509648-1-EPMTV2419,EPMTV2419,8509648,369904,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
8509661-1-EPMTV2419,EPMTV2419,8509661,369859,EPM_Suma_Ponderada_Media_del_Tramo,"9,68",3,2020-11-01 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
9950556-1-EPMTV2417,EPMTV2417,9950556,9950556,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950557-1-EPMTV2417,EPMTV2417,9950557,9950557,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950558-1-EPMTV2417,EPMTV2417,9950558,9950558,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950559-1-EPMTV2417,EPMTV2417,9950559,9950559,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950560-1-EPMTV2417,EPMTV2417,9950560,9950560,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950561-1-EPMTV2417,EPMTV2417,9950561,9950561,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
9950562-1-EPMTV2417,EPMTV2417,9950562,9950562,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-01 00:00:00,Tubería sin nombre homologado,CR 55 CL 69 Y 69D,Itagui
6160347-1-EPMTV2425,EPMTV2425,6160347,369702,EPM_Suma_Ponderada_Media_del_Tramo,"571,77",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6160354-1-EPMTV2425,EPMTV2425,6160354,369704,EPM_Suma_Ponderada_Media_del_Tramo,"46,06",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6182135-1-EPMTV2425,EPMTV2425,6182135,369703,EPM_Suma_Ponderada_Media_del_Tramo,"127,45",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6184893-1-EPMTV2423,EPMTV2423,6184893,337042,EPM_Suma_Ponderada_Media_del_Tramo,"46,02",5,2020-11-02 00:00:00,SANTA ELENA,CR 25 CL 46 -75,Medellín
6184895-1-EPMTV2423,EPMTV2423,6184895,337043,EPM_Suma_Ponderada_Media_del_Tramo,"43,99",5,2020-11-02 00:00:00,SANTA ELENA,Cr 25 x Cl 47,Medellin
6184896-1-EPMTV2423,EPMTV2423,6184896,337044,EPM_Suma_Ponderada_Media_del_Tramo,"33,14",4,2020-11-02 00:00:00,SANTA ELENA,CR 25 CL 46 -75,Medellín
6184898-1-EPMTV2423,EPMTV2423,6184898,337313,EPM_Suma_Ponderada_Media_del_Tramo,"46,83",5,2020-11-02 00:00:00,SANTA ELENA,Cr 25 x Cl 47,Medellin
6184910-1-EPMTV2423,EPMTV2423,6184910,337048,EPM_Suma_Ponderada_Media_del_Tramo,"102,17",5,2020-11-02 00:00:00,SANTA ELENA,CR 25 CL 46 - 75,Medellín
6184913-1-EPMTV2423,EPMTV2423,6184913,337049,EPM_Suma_Ponderada_Media_del_Tramo,32,4,2020-11-02 00:00:00,Tubería sin nombre homologado,Cr26 x Cl46y47,Medellín
6184915-1-EPMTV2423,EPMTV2423,6184915,337050,EPM_Suma_Ponderada_Media_del_Tramo,"34,57",4,2020-11-02 00:00:00,Tubería sin nombre homologado,Cr26 x Cl46y47,Medellín
6184920-1-EPMTV2423,EPMTV2423,6184920,337051,EPM_Suma_Ponderada_Media_del_Tramo,"99,95",5,2020-11-02 00:00:00,Tubería sin nombre homologado,Cr26 x Cl46y47,Medellín
6184927-1-EPMTV2423,EPMTV2423,6184927,337448,EPM_Suma_Ponderada_Media_del_Tramo,"69,97",5,2020-11-02 00:00:00,Tubería sin nombre homologado,Cr26 x Cl46y47,Medellín
6189657-1-EPMTV2425,EPMTV2425,6189657,369816,EPM_Suma_Ponderada_Media_del_Tramo,"132,65",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6189663-1-EPMTV2425,EPMTV2425,6189663,370030,EPM_Suma_Ponderada_Media_del_Tramo,"157,03",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6189740-1-EPMTV2425,EPMTV2425,6189740,369825,EPM_Suma_Ponderada_Media_del_Tramo,"95,98",5,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
9353811-1-EPMTV2425,EPMTV2425,9353811,9353811,EPM_Suma_Ponderada_Media_del_Tramo,"37,27",4,2020-11-02 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
9395977-1-EPMTV2423,EPMTV2423,9395977,9395977,EPM_Suma_Ponderada_Media_del_Tramo,"52,93",5,2020-11-02 00:00:00,SANTA ELENA,CR 25 CL 46 - 75,Medellín
8507685-1-EPMTV2413-1,EPMTV2413-1,8507685,529643,EPM_Suma_Ponderada_Media_del_Tramo,"25,95",4,2020-11-03 00:00:00,TASAJERA,165051150000000000,Copacabana
8507686-1-EPMTV2413-1,EPMTV2413-1,8507686,529644,EPM_Suma_Ponderada_Media_del_Tramo,"4,96",3,2020-11-03 00:00:00,TASAJERA,165051150000000000,Copacabana
8507687-1-EPMTV2413-1,EPMTV2413-1,8507687,529646,EPM_Suma_Ponderada_Media_del_Tramo,"2,22",2,2020-11-03 00:00:00,TASAJERA,165051150000000000,Copacabana
8507688-1-EPMTV2413-1,EPMTV2413-1,8507688,529651,EPM_Suma_Ponderada_Media_del_Tramo,"13,57",4,2020-11-03 00:00:00,TASAJERA,165051150000000000,Copacabana
8507689-1-EPMTV2413-1,EPMTV2413-1,8507689,529645,EPM_Suma_Ponderada_Media_del_Tramo,"17,95",4,2020-11-03 00:00:00,TASAJERA,165051150000000000,Copacabana
8507708-1-EPMTV2413-1,EPMTV2413-1,8507708,529647,EPM_Suma_Ponderada_Media_del_Tramo,"31,8",4,2020-11-03 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8507709-1-EPMTV2413-1,EPMTV2413-1,8507709,529650,EPM_Suma_Ponderada_Media_del_Tramo,"10,69",3,2020-11-03 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512272-1-EPMTV2415-1,EPMTV2415-1,8512272,529628,EPM_Suma_Ponderada_Media_del_Tramo,"39,69",4,2020-11-09 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512273-1-EPMTV2415-1,EPMTV2415-1,8512273,529649,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-09 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512274-1-EPMTV2415-1,EPMTV2415-1,8512274,529648,EPM_Suma_Ponderada_Media_del_Tramo,"30,45",4,2020-11-09 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512275-1-EPMTV2415-1,EPMTV2415-1,8512275,529652,EPM_Suma_Ponderada_Media_del_Tramo,"24,83",4,2020-11-09 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512310-1-EPMTV2415-1,EPMTV2415-1,8512310,529605,EPM_Suma_Ponderada_Media_del_Tramo,"121,79",5,2020-11-09 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512307-1-EPMTV2415-2,EPMTV2415-2,8512307,529608,EPM_Suma_Ponderada_Media_del_Tramo,"4,73",3,2020-11-10 00:00:00,TASAJERA,Cl 103 Cr 46-446,Copacabana
8512308-1-EPMTV2415-2,EPMTV2415-2,8512308,529609,EPM_Suma_Ponderada_Media_del_Tramo,"71,96",5,2020-11-10 00:00:00,TASAJERA,RURAL 165051000000000000,Copacabana
8512310-1-EPMTV2415-2,EPMTV2415-2,8512310,529605,EPM_Suma_Ponderada_Media_del_Tramo,"80,78",5,2020-11-10 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512344-1-EPMTV2415-2,EPMTV2415-2,8512344,529614,EPM_Suma_Ponderada_Media_del_Tramo,"9,64",3,2020-11-10 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512345-1-EPMTV2415-2,EPMTV2415-2,8512345,529613,EPM_Suma_Ponderada_Media_del_Tramo,"22,99",4,2020-11-10 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512346-1-EPMTV2415-2,EPMTV2415-2,8512346,529612,EPM_Suma_Ponderada_Media_del_Tramo,"44,21",5,2020-11-10 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512347-1-EPMTV2415-2,EPMTV2415-2,8512347,529606,EPM_Suma_Ponderada_Media_del_Tramo,"1,08",1,2020-11-10 00:00:00,TASAJERA,Cl 103 Cr 46-446,Copacabana
8512337-1-EPMTV2415-3,EPMTV2415-3,8512337,529624,EPM_Suma_Ponderada_Media_del_Tramo,"248,63",5,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46-446,Copacabana
8512343-1-EPMTV2415-3,EPMTV2415-3,8512343,529615,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512344-1-EPMTV2415-3,EPMTV2415-3,8512344,529614,EPM_Suma_Ponderada_Media_del_Tramo,"142,59",5,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512349-1-EPMTV2415-3,EPMTV2415-3,8512349,529622,EPM_Suma_Ponderada_Media_del_Tramo,"61,7",5,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512350-1-EPMTV2415-3,EPMTV2415-3,8512350,529621,EPM_Suma_Ponderada_Media_del_Tramo,"65,52",5,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
8512351-1-EPMTV2415-3,EPMTV2415-3,8512351,529619,EPM_Suma_Ponderada_Media_del_Tramo,75,5,2020-11-11 00:00:00,TASAJERA,CL 103 CR 46 - 446,Copacabana
9955717-1-EPMTV2415-3,EPMTV2415-3,9955717,9955717,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-11 00:00:00,TASAJERA,165054740000000000,Copacabana
9955718-1-EPMTV2415-3,EPMTV2415-3,9955718,9955718,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-11 00:00:00,TASAJERA,165054740000000000,Copacabana
6160280-1-EPMTV2425-1,EPMTV2425-1,6160280,369620,EPM_Suma_Ponderada_Media_del_Tramo,"129,21",5,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6160291-1-EPMTV2425-1,EPMTV2425-1,6160291,369619,EPM_Suma_Ponderada_Media_del_Tramo,"270,96",5,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
6160334-1-EPMTV2425-1,EPMTV2425-1,6160334,369722,EPM_Suma_Ponderada_Media_del_Tramo,"13,33",4,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509629-1-EPMTV2425-1,EPMTV2425-1,8509629,369701,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509632-1-EPMTV2425-1,EPMTV2425-1,8509632,369698,EPM_Suma_Ponderada_Media_del_Tramo,5,3,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509635-1-EPMTV2425-1,EPMTV2425-1,8509635,369699,EPM_Suma_Ponderada_Media_del_Tramo,"1,68",2,2020-11-12 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509626-1-EPMTV2425-2,EPMTV2425-2,8509626,369719,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-13 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509627-1-EPMTV2425-2,EPMTV2425-2,8509627,369695,EPM_Suma_Ponderada_Media_del_Tramo,"87,44",5,2020-11-13 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509628-1-EPMTV2425-2,EPMTV2425-2,8509628,369700,EPM_Suma_Ponderada_Media_del_Tramo,"227,97",5,2020-11-13 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509630-1-EPMTV2425-2,EPMTV2425-2,8509630,369697,EPM_Suma_Ponderada_Media_del_Tramo,"5,81",3,2020-11-13 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
8509631-1-EPMTV2425-2,EPMTV2425-2,8509631,369696,EPM_Suma_Ponderada_Media_del_Tramo,"20,5",4,2020-11-13 00:00:00,LA PICACHA,CR 65 CL 41,Medellín
10004292-1-EPMTV2410,EPMTV2410,10004292,10004292,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-17 00:00:00,Tubería sin nombre homologado,CL 23 CR 41 - 50,Medellín
10004293-1-EPMTV2410,EPMTV2410,10004293,10004293,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-17 00:00:00,Tubería sin nombre homologado,CL 23 CR 41 - 50,Medellín
6126822-1-EPMTV2412,EPMTV2412,6126822,268484,EPM_Suma_Ponderada_Media_del_Tramo,"14,32",4,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6126824-1-EPMTV2412,EPMTV2412,6126824,268482,EPM_Suma_Ponderada_Media_del_Tramo,"10,04",3,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6126829-1-EPMTV2412,EPMTV2412,6126829,268481,EPM_Suma_Ponderada_Media_del_Tramo,"82,72",5,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6126832-1-EPMTV2412,EPMTV2412,6126832,268408,EPM_Suma_Ponderada_Media_del_Tramo,"18,33",4,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6126835-1-EPMTV2412,EPMTV2412,6126835,268404,EPM_Suma_Ponderada_Media_del_Tramo,"163,51",5,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6127122-1-EPMTV2412,EPMTV2412,6127122,268405,EPM_Suma_Ponderada_Media_del_Tramo,"163,54",5,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6144985-1-EPMTV2412,EPMTV2412,6144985,268487,EPM_Suma_Ponderada_Media_del_Tramo,"30,33",4,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6160306-1-EPMTV2412,EPMTV2412,6160306,268488,EPM_Suma_Ponderada_Media_del_Tramo,"3,52",2,2020-11-18 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6127125-1-EPMTV2412-1,EPMTV2412-1,6127125,268411,EPM_Suma_Ponderada_Media_del_Tramo,"51,08",5,2020-11-19 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6127690-1-EPMTV2412-1,EPMTV2412-1,6127690,268413,EPM_Suma_Ponderada_Media_del_Tramo,"80,39",5,2020-11-19 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6127695-1-EPMTV2412-1,EPMTV2412-1,6127695,268415,EPM_Suma_Ponderada_Media_del_Tramo,"81,13",5,2020-11-19 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6127704-1-EPMTV2412-1,EPMTV2412-1,6127704,268423,EPM_Suma_Ponderada_Media_del_Tramo,"82,63",5,2020-11-19 00:00:00,LA VOLCANA,CL 9 A SUR CR 29,Medellín
6171106-1-EPMTV2427,EPMTV2427,6171106,395421,EPM_Suma_Ponderada_Media_del_Tramo,"222,17",5,2020-11-20 00:00:00,LA HUESO,CL 45G CR 77,Medellín
6171402-1-EPMTV2419-1,EPMTV2419-1,6171402,369661,EPM_Suma_Ponderada_Media_del_Tramo,"22,59",4,2020-11-20 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
6189704-1-EPMTV2427,EPMTV2427,6189704,391468,EPM_Suma_Ponderada_Media_del_Tramo,"169,35",5,2020-11-20 00:00:00,LA HUESO,CL 45G CR 77A,Medellín
8509657-1-EPMTV2419-1,EPMTV2419-1,8509657,369800,EPM_Suma_Ponderada_Media_del_Tramo,"8,57",3,2020-11-20 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
8509664-1-EPMTV2419-1,EPMTV2419-1,8509664,369862,EPM_Suma_Ponderada_Media_del_Tramo,"97,94",5,2020-11-20 00:00:00,LA PICACHA,CL 39 CR 66,Medellín
9139867-1-EPMTV2427,EPMTV2427,9139867,9139867,EPM_Suma_Ponderada_Media_del_Tramo,"199,54",5,2020-11-20 00:00:00,LA HUESO,CL 45G CR  77A,Medellín
10038773-1-EPMTV2429,EPMTV2429,10038773,10038773,EPM_Suma_Ponderada_Media_del_Tramo,"0,4",1,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038774-1-EPMTV2429,EPMTV2429,10038774,10038774,EPM_Suma_Ponderada_Media_del_Tramo,"14,58",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038775-1-EPMTV2429,EPMTV2429,10038775,10038775,EPM_Suma_Ponderada_Media_del_Tramo,"30,09",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038776-1-EPMTV2429,EPMTV2429,10038776,10038776,EPM_Suma_Ponderada_Media_del_Tramo,"16,39",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palma,Envigado
10038777-1-EPMTV2429,EPMTV2429,10038777,10038777,EPM_Suma_Ponderada_Media_del_Tramo,"20,99",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palma,Envigado
10038778-1-EPMTV2429,EPMTV2429,10038778,10038778,EPM_Suma_Ponderada_Media_del_Tramo,"4,91",3,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palma,Envigado
10038779-1-EPMTV2429,EPMTV2429,10038779,10038779,EPM_Suma_Ponderada_Media_del_Tramo,"29,57",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palma,Envigado
10038780-1-EPMTV2429,EPMTV2429,10038780,10038780,EPM_Suma_Ponderada_Media_del_Tramo,"14,69",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palma,Envigado
10038781-1-EPMTV2429,EPMTV2429,10038781,10038781,EPM_Suma_Ponderada_Media_del_Tramo,"15,79",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038782-1-EPMTV2429,EPMTV2429,10038782,10038782,EPM_Suma_Ponderada_Media_del_Tramo,"29,64",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038783-1-EPMTV2429,EPMTV2429,10038783,10038783,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038784-1-EPMTV2429,EPMTV2429,10038784,10038784,EPM_Suma_Ponderada_Media_del_Tramo,"23,56",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038785-1-EPMTV2429,EPMTV2429,10038785,10038785,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038786-1-EPMTV2429,EPMTV2429,10038786,10038786,EPM_Suma_Ponderada_Media_del_Tramo,"14,47",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de Palmas,Envigado
10038787-1-EPMTV2429-1,EPMTV2429-1,10038787,10038787,EPM_Suma_Ponderada_Media_del_Tramo,"15,26",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038788-1-EPMTV2429-1,EPMTV2429-1,10038788,10038788,EPM_Suma_Ponderada_Media_del_Tramo,"17,14",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038790-1-EPMTV2429-1,EPMTV2429-1,10038790,10038790,EPM_Suma_Ponderada_Media_del_Tramo,"15,66",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038791-1-EPMTV2429-1,EPMTV2429-1,10038791,10038791,EPM_Suma_Ponderada_Media_del_Tramo,"46,31",5,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038792-1-EPMTV2429-1,EPMTV2429-1,10038792,10038792,EPM_Suma_Ponderada_Media_del_Tramo,"46,23",5,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038793-1-EPMTV2429-1,EPMTV2429-1,10038793,10038793,EPM_Suma_Ponderada_Media_del_Tramo,"31,32",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038794-1-EPMTV2429-1,EPMTV2429-1,10038794,10038794,EPM_Suma_Ponderada_Media_del_Tramo,"14,89",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038795-1-EPMTV2429-1,EPMTV2429-1,10038795,10038795,EPM_Suma_Ponderada_Media_del_Tramo,"45,95",5,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038796-1-EPMTV2429-1,EPMTV2429-1,10038796,10038796,EPM_Suma_Ponderada_Media_del_Tramo,"10,12",3,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palmas,Envigado
10038797-1-EPMTV2429-1,EPMTV2429-1,10038797,10038797,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
10038798-1-EPMTV2429-1,EPMTV2429-1,10038798,10038798,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
10038799-1-EPMTV2429-1,EPMTV2429-1,10038799,10038799,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
10038800-1-EPMTV2429-1,EPMTV2429-1,10038800,10038800,EPM_Suma_Ponderada_Media_del_Tramo,"30,27",4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
10038801-1-EPMTV2429-1,EPMTV2429-1,10038801,10038801,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
10038802-1-EPMTV2429-1,EPMTV2429-1,10038802,10038802,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-21 00:00:00,Tubería sin nombre homologado,Alto de las Palamas,Envigado
6182221-1-EPMTV2433,EPMTV2433,6182221,368946,EPM_Suma_Ponderada_Media_del_Tramo,"400,71",5,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
6182222-1-EPMTV2433,EPMTV2433,6182222,368947,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
6182223-1-EPMTV2433,EPMTV2433,6182223,368948,EPM_Suma_Ponderada_Media_del_Tramo,"16,67",4,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
6182230-1-EPMTV2433,EPMTV2433,6182230,368949,EPM_Suma_Ponderada_Media_del_Tramo,"556,53",5,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
6182232-1-EPMTV2433,EPMTV2433,6182232,368950,EPM_Suma_Ponderada_Media_del_Tramo,"206,51",5,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
6182244-1-EPMTV2433,EPMTV2433,6182244,368951,EPM_Suma_Ponderada_Media_del_Tramo,"529,78",5,2020-11-22 00:00:00,LA PICACHA,CR 64 CL 42,Medellín
9762871-1-EPMTV2431,EPMTV2431,9762871,9762871,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-22 00:00:00,ALTAVISTA,CR 70 CL 24 - 09,Medellín
1-1-EPMTV2435,EPMTV2435,1,-1,EPM_Suma_Ponderada_Media_del_Tramo,"21,32",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
10-1-EPMTV2435,EPMTV2435,10,-1,EPM_Suma_Ponderada_Media_del_Tramo,"39,31",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Interceptor la virgen CR 27,Anori
11-1-EPMTV2435,EPMTV2435,11,-1,EPM_Suma_Ponderada_Media_del_Tramo,"14,81",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Interceptor la virgen CR 27,Anori
12-1-EPMTV2435,EPMTV2435,12,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-23 00:00:00,Tubería sin nombre homologado,CR 119A CL 60C - 31,Medellín
13-1-EPMTV2435,EPMTV2435,13,-1,EPM_Suma_Ponderada_Media_del_Tramo,"19,92",4,2020-11-23 00:00:00,Tubería sin nombre homologado,CR 119A CL 60C - 31,Medellín
14-1-EPMTV2435,EPMTV2435,14,-1,EPM_Suma_Ponderada_Media_del_Tramo,0,1,2020-11-23 00:00:00,Tubería sin nombre homologado,Interceptor la virge CR 27 y,Anori
15-1-EPMTV2435,EPMTV2435,15,-1,EPM_Suma_Ponderada_Media_del_Tramo,15,4,2020-11-23 00:00:00,Tubería sin nombre homologado,Interceptor la virgen CR 27,Anori
2-1-EPMTV2435,EPMTV2435,2,-1,EPM_Suma_Ponderada_Media_del_Tramo,"52,04",5,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
3-1-EPMTV2435,EPMTV2435,3,-1,EPM_Suma_Ponderada_Media_del_Tramo,"30,18",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
4-1-EPMTV2435,EPMTV2435,4,-1,EPM_Suma_Ponderada_Media_del_Tramo,"40,77",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
5-1-EPMTV2435,EPMTV2435,5,-1,EPM_Suma_Ponderada_Media_del_Tramo,"20,43",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
6-1-EPMTV2435,EPMTV2435,6,-1,EPM_Suma_Ponderada_Media_del_Tramo,9,3,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
7-1-EPMTV2435,EPMTV2435,7,-1,EPM_Suma_Ponderada_Media_del_Tramo,"23,47",4,2020-11-23 00:00:00,Tubería sin nombre homologado,Cr35 Entre No9Sur-160 y Cl9Sur,Medellin
